;currencies;news_date;negative_norm;important_norm;disliked_norm;liked_norm;lol_norm;toxic_norm;saved_norm;comments_norm;attention_score
2881;BTC;2021-10-29;0.06542;0.13084;0.14953;0.19626;0.14019;0.0;0.0;0.31776;0.07405258293303683
2882;BTC;2021-10-30;0.11017;0.0339;0.07627;0.18644;0.11017;0.00847;0.0;0.47458;0.12541518131778834
2883;BTC;2021-10-31;0.18182;0.18182;0.11364;0.23485;0.09091;0.0;0.00758;0.18939;0.10370562686069705
2884;BTC;2021-11-01;0.0625;0.175;0.025;0.4875;0.1;0.0;0.0125;0.1375;0.047690984819213265
2885;BTC;2021-11-02;0.02198;0.28571;0.0;0.58242;0.03297;0.0;0.01099;0.06593;0.05780543346242145
2886;BTC;2021-11-03;0.17647;0.23529;0.05882;0.20588;0.05882;0.0;0.02941;0.23529;0.018628197180631485
2887;BTC;2021-11-04;0.08824;0.25;0.03676;0.44118;0.03676;0.0;0.00735;0.13971;0.09431149691486311
2888;BTC;2021-11-05;0.0597;0.16418;0.13433;0.13433;0.1194;0.0;0.0;0.38806;0.03571571349560996
2889;BTC;2021-11-06;0.05405;0.13514;0.10135;0.28378;0.15541;0.00676;0.00676;0.25676;0.12253391398215165
2890;BTC;2021-11-07;0.01;0.23;0.04;0.47;0.08;0.0;0.03;0.14;0.14690463073421442
2891;BTC;2021-11-08;0.08219;0.17808;0.05479;0.46575;0.08219;0.0;0.0137;0.12329;0.05472407842794305
2892;BTC;2021-11-09;0.12931;0.19828;0.09914;0.30603;0.12931;0.0;0.01724;0.12069;0.14426347460027603
2893;BTC;2021-11-10;0.25595;0.10119;0.11905;0.26786;0.15476;0.0;0.02381;0.07738;0.16729360712433652
2894;BTC;2021-11-11;0.14617;0.14617;0.16937;0.19954;0.15777;0.0;0.00696;0.17401;0.3453419405524539
2895;BTC;2021-11-12;0.23108;0.15405;0.11554;0.18592;0.08765;0.00133;0.00266;0.22178;0.45227901562052053
2896;BTC;2021-11-13;0.17308;0.11538;0.09615;0.26923;0.09615;0.0;0.03846;0.21154;0.09680259193333293
2897;BTC;2021-11-14;0.02532;0.15823;0.05063;0.44304;0.03797;0.0;0.01899;0.26582;0.273510341133448
2898;BTC;2021-11-15;0.03546;0.30496;0.02837;0.52482;0.02128;0.0;0.01418;0.07092;0.14204249257119378
2899;BTC;2021-11-16;0.21329;0.08042;0.22378;0.04895;0.15734;0.00699;0.0035;0.26573;0.36686141411815015
2900;BTC;2021-11-17;0.12632;0.14211;0.08421;0.28421;0.08947;0.0;0.02632;0.24737;0.15536835493024603
2901;BTC;2021-11-18;0.15054;0.13978;0.06452;0.34409;0.08602;0.0;0.03226;0.1828;0.10069430457062482
2902;BTC;2021-11-19;0.10417;0.17708;0.13542;0.375;0.04167;0.0;0.0;0.16667;0.10931810041650185
2903;BTC;2021-11-20;0.0942;0.18116;0.07246;0.23913;0.10145;0.0;0.05797;0.25362;0.19964784803061522
2904;BTC;2021-11-21;0.09394;0.19394;0.0697;0.34242;0.07879;0.0;0.00909;0.21212;0.21407419832369207
2905;BTC;2021-11-22;0.0885;0.25664;0.07965;0.32743;0.0708;0.0;0.0354;0.14159;0.14302292863129937
2906;BTC;2021-11-24;0.08163;0.20408;0.12245;0.36735;0.08163;0.0;0.06122;0.08163;0.05319340585468546
2907;BTC;2021-11-25;0.13492;0.19048;0.07143;0.24603;0.09524;0.0;0.01587;0.24603;0.12449477864850254
2908;BTC;2021-11-26;0.18978;0.18978;0.06934;0.25912;0.07299;0.0;0.0073;0.21168;0.24278682596717313
2909;BTC;2021-11-27;0.10345;0.12069;0.12069;0.27586;0.13793;0.0;0.01724;0.22414;0.07433270645680125
2910;BTC;2021-11-28;0.16049;0.09877;0.03704;0.22222;0.03704;0.0;0.04938;0.39506;0.0540938023629382
2911;BTC;2021-11-29;0.16;0.14;0.08;0.38;0.04;0.0;0.06;0.14;0.052272999458469506
2912;BTC;2021-11-30;0.07736;0.20917;0.04011;0.44413;0.0659;0.0;0.01146;0.15186;0.15418784235208918
2913;BTC;2021-12-01;0.08046;0.1954;0.08046;0.45977;0.08046;0.01149;0.02299;0.06897;0.053453519490486656
2914;BTC;2021-12-02;0.23426;0.18388;0.08564;0.21411;0.08564;0.0;0.00504;0.19144;0.2211973308378611
2915;BTC;2021-12-03;0.20468;0.18129;0.06725;0.2924;0.04971;0.0;0.0117;0.19298;0.19507582901801523
2916;BTC;2021-12-04;0.12955;0.18354;0.07962;0.27395;0.06478;0.0;0.02024;0.24831;0.43977349531014753
2917;BTC;2021-12-05;0.18099;0.18647;0.08227;0.24863;0.09324;0.0;0.0128;0.19561;0.3452619159083216
2918;BTC;2021-12-06;0.11551;0.17162;0.06601;0.32013;0.07261;0.0;0.0099;0.24422;0.1867921900867224
2919;BTC;2021-12-07;0.13811;0.17391;0.08951;0.26087;0.08951;0.0;0.00767;0.24041;0.2826043488483448
2920;BTC;2021-12-08;0.14729;0.20155;0.10853;0.31008;0.08527;0.0;0.0155;0.13178;0.09652246840956852
2921;BTC;2021-12-09;0.2807;0.16959;0.09942;0.19883;0.06433;0.0;0.02339;0.16374;0.11107887365708088
2922;BTC;2021-12-10;0.27887;0.1662;0.08451;0.15775;0.05352;0.0;0.00845;0.2507;0.2326023483064889
2923;BTC;2021-12-11;0.14754;0.08197;0.08197;0.34426;0.11475;0.0;0.01639;0.21311;0.046870624135883235
2924;BTC;2021-12-12;0.22059;0.11275;0.09314;0.18137;0.16667;0.0;0.0049;0.22059;0.15062626864114437
2925;BTC;2021-12-13;0.2033;0.10165;0.15934;0.19231;0.11264;0.0;0.01099;0.21978;0.16996478740754514
2926;BTC;2021-12-14;0.12147;0.17232;0.10169;0.28814;0.09322;0.00282;0.00565;0.21469;0.1375805372597168
2927;BTC;2021-12-15;0.12245;0.19388;0.07143;0.44898;0.05102;0.0;0.02041;0.09184;0.08764856573533697
2928;BTC;2021-12-16;0.17747;0.12969;0.11604;0.19113;0.08874;0.0;0.03413;0.2628;0.1685141469322801
2929;BTC;2021-12-17;0.17373;0.16949;0.06356;0.27966;0.08051;0.00424;0.04237;0.18644;0.11862219518382669
2930;BTC;2021-12-18;0.16807;0.15686;0.08964;0.21008;0.14006;0.0;0.0084;0.22689;0.32074113058692993
2931;BTC;2021-12-19;0.07895;0.12281;0.07895;0.28947;0.21053;0.0;0.00877;0.21053;0.08589779557527447
2932;BTC;2021-12-20;0.16111;0.12778;0.07778;0.3;0.03333;0.0;0.05;0.25;0.13206810941679795
2933;BTC;2021-12-21;0.11081;0.16486;0.06486;0.29459;0.09189;0.0027;0.04595;0.22432;0.1970867165408091
2934;BTC;2021-12-22;0.19753;0.22222;0.1358;0.28395;0.03704;0.0;0.08642;0.03704;0.046240344343948234
2935;BTC;2021-12-23;0.116;0.136;0.172;0.308;0.116;0.0;0.004;0.148;0.15917003238902883
2936;BTC;2021-12-24;0.17333;0.17333;0.13333;0.29333;0.10667;0.0;0.06667;0.05333;0.06046660693818338
2937;BTC;2021-12-25;0.09353;0.21942;0.08273;0.38849;0.06475;0.0;0.01439;0.13669;0.27357035961654724
2938;BTC;2021-12-26;0.05505;0.20642;0.05046;0.49083;0.08257;0.0;0.01376;0.10092;0.13189804214029627
2939;BTC;2021-12-27;0.11728;0.21605;0.0463;0.40432;0.07099;0.0;0.01235;0.13272;0.21991675763909774
2940;BTC;2021-12-28;0.21168;0.09854;0.09854;0.19343;0.16423;0.0;0.0146;0.21898;0.26187522299749877
2941;BTC;2021-12-29;0.29032;0.10599;0.16129;0.12903;0.14747;0.0;0.00922;0.15668;0.11767177581913099
2942;BTC;2021-12-30;0.16779;0.16107;0.12081;0.24832;0.09396;0.0;0.00671;0.20134;0.12974708167482976
2943;BTC;2021-12-31;0.16814;0.13274;0.09735;0.23009;0.13274;0.0;0.04425;0.19469;0.09602224729899919
2944;BTC;2022-01-01;0.16794;0.0687;0.0687;0.22901;0.09924;0.0;0.01527;0.35115;0.16736364359567285
2945;BTC;2022-01-02;0.05556;0.11111;0.02778;0.63889;0.0;0.0;0.02778;0.13889;0.04474969154661707
2946;BTC;2022-01-03;0.1453;0.20513;0.06838;0.36752;0.03419;0.0;0.08547;0.09402;0.10501620930101001
2947;BTC;2022-01-04;0.20106;0.16402;0.15344;0.1746;0.12698;0.0;0.02116;0.15873;0.12478491270664377
2948;BTC;2022-01-05;0.27106;0.13919;0.10623;0.12637;0.08608;0.0;0.00366;0.2674;0.29708072945172487
2949;BTC;2022-01-06;0.34507;0.11972;0.14085;0.14085;0.09859;0.0;0.01408;0.14085;0.15231701286424737
2950;BTC;2022-01-07;0.18826;0.16381;0.08802;0.23227;0.05379;0.00244;0.01467;0.25672;0.3314158337315273
2951;BTC;2022-01-08;0.13289;0.19601;0.07641;0.36545;0.06312;0.0;0.00664;0.15947;0.214654451532254
2952;BTC;2022-01-09;0.16746;0.11483;0.07177;0.2488;0.05742;0.0;0.00478;0.33493;0.2570631002370608
2953;BTC;2022-01-10;0.14865;0.19595;0.05405;0.33108;0.00676;0.0;0.02027;0.24324;0.12450478172901908
2954;BTC;2022-01-11;0.2284;0.22222;0.12346;0.18519;0.09877;0.0;0.01235;0.12963;0.1820701099586538
2955;BTC;2022-01-12;0.1374;0.20611;0.06107;0.30916;0.09542;0.0;0.01145;0.17939;0.14583416694946003
2956;BTC;2022-01-13;0.10579;0.21159;0.05793;0.38287;0.04786;0.0;0.05793;0.13602;0.25205091586629214
2957;BTC;2022-01-14;0.21739;0.11304;0.15652;0.2913;0.11304;0.0;0.01304;0.09565;0.12481492194819338
2958;BTC;2022-01-15;0.08466;0.25926;0.04762;0.43915;0.06878;0.0;0.00529;0.09524;0.2199367787078514
2959;BTC;2022-01-16;0.17833;0.15801;0.12415;0.26862;0.08352;0.0;0.00677;0.18059;0.24659850650647244
2960;BTC;2022-01-17;0.15913;0.27306;0.10669;0.24593;0.07957;0.0;0.00904;0.12658;0.21927648594743665
2961;BTC;2022-01-18;0.1831;0.16549;0.12676;0.18662;0.1338;0.0;0.01761;0.18662;0.1761475110913953
2962;BTC;2022-01-19;0.13054;0.18182;0.08392;0.27273;0.08392;0.00233;0.02797;0.21678;0.31444834320195675
2963;BTC;2022-01-20;0.25866;0.1222;0.1222;0.15275;0.14053;0.0;0.00407;0.19959;0.2742907006755024
2964;BTC;2022-01-21;0.24627;0.11642;0.06119;0.21194;0.04776;0.0;0.01045;0.30597;0.3294249374620459
2965;BTC;2022-01-22;0.23784;0.16757;0.05946;0.23784;0.07027;0.0;0.02162;0.20541;0.2617151438937931
2966;BTC;2022-01-23;0.18033;0.17213;0.04098;0.2541;0.04098;0.0;0.14754;0.16393;0.09597222444255622
2967;BTC;2022-01-24;0.29254;0.12428;0.10325;0.1587;0.10707;0.0;0.01338;0.20076;0.2846952759229915
2968;BTC;2022-01-25;0.23377;0.18831;0.1039;0.20455;0.07468;0.0;0.02273;0.17208;0.2162551531229876
2969;BTC;2022-01-26;0.09278;0.29381;0.03608;0.37113;0.06186;0.0;0.01546;0.12887;0.17162552238909853
2970;BTC;2022-01-27;0.22555;0.18612;0.08044;0.12145;0.09306;0.0;0.00631;0.28707;0.40253711007981513
2971;BTC;2022-01-28;0.32444;0.13778;0.11111;0.23111;0.08444;0.0;0.02667;0.08444;0.245297927146676
2972;BTC;2022-01-29;0.09642;0.12672;0.13774;0.18182;0.19559;0.0;0.00275;0.25895;0.27870264058439664
2973;BTC;2022-01-30;0.07282;0.25243;0.04854;0.40291;0.03883;0.0;0.00971;0.17476;0.2624354849527482
2974;BTC;2022-01-31;0.20701;0.11783;0.04777;0.27707;0.06369;0.0;0.03185;0.25478;0.2630957478977218
2975;BTC;2022-02-01;0.29907;0.20561;0.10748;0.18224;0.09346;0.0;0.0;0.11215;0.2138641038174037
2976;BTC;2022-02-02;0.24324;0.20721;0.09009;0.28829;0.08108;0.0;0.00901;0.08108;0.0830565480155642
2977;BTC;2022-02-03;0.24336;0.18142;0.15929;0.15487;0.09292;0.0;0.0177;0.15044;0.19548601495007545
2978;BTC;2022-02-04;0.14801;0.11552;0.12274;0.15523;0.15162;0.0;0.00722;0.29964;0.266027052997522
2979;BTC;2022-02-05;0.07362;0.23926;0.06748;0.39877;0.04908;0.0;0.01227;0.15951;0.11833206857954574
2980;BTC;2022-02-06;0.0339;0.21186;0.02542;0.42373;0.01695;0.0;0.04237;0.24576;0.22484893227345473
2981;BTC;2022-02-07;0.04264;0.27907;0.04264;0.41085;0.06202;0.0;0.04264;0.12016;0.20440994048074995
2982;BTC;2022-02-08;0.10112;0.22472;0.08989;0.42697;0.06742;0.0;0.05618;0.03371;0.10028412609242489
2983;BTC;2022-02-09;0.22951;0.19672;0.12295;0.13934;0.13934;0.0;0.01639;0.15574;0.12487494043129257
2984;BTC;2022-02-10;0.07558;0.26744;0.06395;0.37209;0.0814;0.0;0.02326;0.11628;0.149195649234633
2985;BTC;2022-02-11;0.14706;0.20588;0.10504;0.22269;0.10504;0.0;0.01261;0.20168;0.29099805148076063
2986;BTC;2022-02-12;0.0989;0.1978;0.03297;0.31868;0.05495;0.0;0.0;0.2967;0.21030253010645888
2987;BTC;2022-02-13;0.07965;0.21239;0.06195;0.38496;0.06195;0.0;0.02212;0.17699;0.21427427484174333
2988;BTC;2022-02-14;0.13376;0.17834;0.04459;0.35032;0.08917;0.0;0.02548;0.17834;0.1380707478359093
2989;BTC;2022-02-15;0.09392;0.25414;0.06077;0.37569;0.04972;0.0;0.01105;0.1547;0.17796831026893384
2990;BTC;2022-02-16;0.08163;0.24198;0.08455;0.21574;0.05539;0.0;0.01458;0.30612;0.3864300335518724
2991;BTC;2022-02-17;0.13198;0.23858;0.09137;0.20812;0.12183;0.0;0.02538;0.18274;0.1980371433593651
2992;BTC;2022-02-18;0.21752;0.12387;0.12689;0.09668;0.13293;0.0;0.01511;0.28701;0.34776301400730797
2993;BTC;2022-02-19;0.09091;0.36364;0.03636;0.35455;0.05455;0.0;0.00909;0.09091;0.09258073291583366
2994;BTC;2022-02-20;0.23585;0.20755;0.16038;0.09434;0.11321;0.0;0.01887;0.16981;0.1450238130735767
2995;BTC;2022-02-21;0.21708;0.18149;0.11744;0.1637;0.10676;0.0;0.01423;0.19929;0.26327583316246056
2996;BTC;2022-02-22;0.17087;0.14566;0.08403;0.22969;0.10364;0.0028;0.02801;0.23529;0.3156288855955548
2997;BTC;2022-02-23;0.12931;0.28448;0.08621;0.33621;0.06034;0.0;0.0431;0.06034;0.15408779663920324
2998;BTC;2022-02-24;0.27902;0.18126;0.11202;0.09776;0.0611;0.0;0.00611;0.26273;0.49573812194904865
2999;BTC;2022-02-25;0.292;0.132;0.12;0.1;0.08;0.004;0.012;0.26;0.32607347316511004
3000;BTC;2022-02-26;0.15447;0.20325;0.08943;0.34959;0.03252;0.0;0.04065;0.13008;0.22167753833353707
3001;BTC;2022-02-27;0.05537;0.24756;0.03909;0.39414;0.07492;0.0;0.01629;0.17264;0.3412001285406678
3002;BTC;2022-02-28;0.09728;0.29572;0.05837;0.393;0.01556;0.0;0.00778;0.1323;0.3067449574792258
3003;BTC;2022-03-01;0.07692;0.26036;0.07101;0.43787;0.04142;0.0;0.01183;0.10059;0.18784264771044373
3004;BTC;2022-03-02;0.20606;0.19394;0.07273;0.26667;0.04848;0.0;0.0303;0.18182;0.22142743150518257
3005;BTC;2022-03-03;0.15385;0.25;0.04487;0.34936;0.03846;0.0;0.03846;0.125;0.26252549776967643
3006;BTC;2022-03-04;0.28254;0.19683;0.07302;0.26667;0.05714;0.0;0.0127;0.11111;0.35127455740794955
3007;BTC;2022-03-05;0.22727;0.13182;0.12045;0.18182;0.08864;0.0;0.00682;0.24318;0.5491116376720352
3008;BTC;2022-03-06;0.26106;0.12832;0.07965;0.12389;0.11947;0.0;0.0354;0.25221;0.34057984810231917
3009;BTC;2022-03-07;0.22884;0.17241;0.11912;0.14734;0.08777;0.0;0.00627;0.23824;0.4496878748891648
3010;BTC;2022-03-08;0.23438;0.11979;0.10417;0.14062;0.10938;0.0;0.0;0.29167;0.24836927537370773
3011;BTC;2022-03-09;0.09722;0.28472;0.03472;0.34028;0.08333;0.0;0.03472;0.125;0.22787026509790378
3012;BTC;2022-03-10;0.14815;0.23457;0.07407;0.30864;0.06173;0.0;0.04938;0.12346;0.11041858089666613
3013;BTC;2022-03-11;0.29206;0.2127;0.13333;0.14286;0.07937;0.00317;0.0254;0.11111;0.3421005250489205
3014;BTC;2022-03-12;0.13208;0.22642;0.07547;0.40566;0.01887;0.0;0.00943;0.13208;0.1751370657897401
3015;BTC;2022-03-13;0.14634;0.26829;0.08401;0.1355;0.09485;0.0;0.00813;0.26287;0.2647664859597917
3016;BTC;2022-03-14;0.13172;0.23387;0.05376;0.37769;0.05914;0.00134;0.00941;0.13306;0.48226219847452784
3017;BTC;2022-03-15;0.04878;0.30488;0.01707;0.42927;0.0561;0.00244;0.01463;0.12683;0.5135659668493646
3018;BTC;2022-03-16;0.14498;0.26766;0.05204;0.32156;0.05576;0.00186;0.01301;0.14312;0.4101104408481105
3019;BTC;2022-03-17;0.04286;0.3;0.04286;0.42857;0.06786;0.0;0.01429;0.10357;0.35594660722571486
3020;BTC;2022-03-18;0.088;0.256;0.056;0.376;0.072;0.0;0.032;0.12;0.1725259039896307
3021;BTC;2022-03-19;0.13;0.27;0.07;0.38;0.08;0.0;0.04;0.03;0.12571531845644612
3022;BTC;2022-03-20;0.06723;0.2605;0.03361;0.45378;0.03361;0.0;0.0;0.15126;0.16819400363258927
3023;BTC;2022-03-21;0.05342;0.29701;0.0406;0.38889;0.07479;0.0;0.01709;0.12821;0.37472487894458684
3024;BTC;2022-03-22;0.05751;0.27157;0.05112;0.44089;0.08946;0.0;0.02875;0.0607;0.3086758054501668
3025;BTC;2022-03-23;0.0479;0.3014;0.02794;0.42914;0.05988;0.0;0.01597;0.11776;0.3622393946106881
3026;BTC;2022-03-24;0.07416;0.28469;0.04785;0.38158;0.08254;0.0;0.01675;0.11244;0.45336948556630796
3027;BTC;2022-03-25;0.07106;0.26343;0.04679;0.37955;0.06759;0.00173;0.01213;0.15771;0.39065190002323197
3028;BTC;2022-03-26;0.03752;0.30769;0.02627;0.45028;0.03752;0.00188;0.00938;0.12946;0.5370963130301342
3029;BTC;2022-03-27;0.02256;0.25113;0.01955;0.46015;0.06015;0.0;0.01053;0.17594;0.6569590377902682
3030;BTC;2022-03-28;0.06396;0.28705;0.04368;0.37598;0.05928;0.00156;0.01092;0.15757;0.4605826458051258
3031;BTC;2022-03-29;0.0424;0.24123;0.04532;0.46784;0.05994;0.00146;0.0117;0.13012;0.47214775728517994
3032;BTC;2022-03-30;0.04255;0.29787;0.04681;0.4383;0.07234;0.0;0.02128;0.08085;0.15463804060621555
3033;BTC;2022-03-31;0.18739;0.2;0.12613;0.22703;0.06126;0.0;0.00901;0.18919;0.455800547193958
3034;BTC;2022-04-01;0.09651;0.21963;0.07488;0.30948;0.14143;0.00166;0.00998;0.14642;0.48095163094193544
3035;BTC;2022-04-02;0.08214;0.26694;0.06776;0.37577;0.06982;0.0;0.00411;0.13347;0.4776901794619278
3036;BTC;2022-04-03;0.02362;0.29921;0.01575;0.45669;0.01575;0.0;0.06299;0.12598;0.18668214129331995
3037;BTC;2022-04-04;0.08685;0.24814;0.0397;0.46898;0.05211;0.0;0.01241;0.09181;0.38099763035308576
3038;BTC;2022-04-05;0.05208;0.29375;0.04375;0.42083;0.04792;0.00208;0.00833;0.13125;0.4017467623649648
3039;BTC;2022-04-06;0.11083;0.24181;0.07053;0.31738;0.10579;0.0;0.01511;0.13854;0.4189643448151693
3040;BTC;2022-04-07;0.05527;0.26221;0.04113;0.4473;0.04884;0.00129;0.01542;0.12853;0.5170775102500061
3041;BTC;2022-04-08;0.05965;0.28091;0.02711;0.44035;0.05098;0.00108;0.01085;0.12907;0.5829965287899906
3042;BTC;2022-04-09;0.08364;0.25091;0.05091;0.37455;0.09455;0.0;0.02909;0.11636;0.4157829477947351
3043;BTC;2022-04-10;0.05105;0.22823;0.03904;0.39039;0.08709;0.003;0.01502;0.18619;0.5343051106884478
3044;BTC;2022-04-11;0.16448;0.21397;0.06114;0.2984;0.09025;0.0;0.00728;0.16448;0.5830065467782277
3045;BTC;2022-04-12;0.19014;0.23239;0.05634;0.30282;0.08451;0.0;0.02113;0.11268;0.11975269235940088
3046;BTC;2022-04-13;0.10329;0.2723;0.04225;0.43662;0.04225;0.0;0.01408;0.0892;0.22796030773027318
3047;BTC;2022-04-14;0.05914;0.25538;0.05108;0.38441;0.08065;0.0;0.01613;0.15323;0.4112409529314053
3048;BTC;2022-04-15;0.09662;0.22222;0.04348;0.34783;0.07729;0.0;0.01449;0.19807;0.24521790250254374
3049;BTC;2022-04-16;0.04789;0.26479;0.02817;0.36901;0.0507;0.0;0.00563;0.2338;0.38226818556361203
3050;BTC;2022-04-17;0.04911;0.28571;0.03125;0.45536;0.03571;0.0;0.03125;0.11161;0.38862099143168444
3051;BTC;2022-04-18;0.15361;0.21317;0.05956;0.28213;0.08777;0.0;0.01567;0.18809;0.3258833997275753
3052;BTC;2022-04-19;0.01974;0.31579;0.02632;0.46053;0.04605;0.0;0.01974;0.11184;0.2015086595302199
3053;BTC;2022-04-20;0.02796;0.28172;0.03441;0.44301;0.05806;0.0;0.0043;0.15054;0.5386170197921767
3054;BTC;2022-04-21;0.05882;0.24706;0.07059;0.3;0.16765;0.0;0.01176;0.14412;0.41387210598482715
3055;BTC;2022-04-22;0.14848;0.19697;0.11212;0.27879;0.10303;0.0;0.02424;0.13636;0.41327183170751164
3056;BTC;2022-04-23;0.17004;0.1498;0.17814;0.17814;0.1336;0.0081;0.01215;0.17004;0.3576873817591211
3057;BTC;2022-04-24;0.08716;0.22018;0.06422;0.34862;0.13303;0.00459;0.01376;0.12844;0.4012065363861897
3058;BTC;2022-04-25;0.05806;0.27957;0.03226;0.42366;0.07527;0.0;0.0086;0.12258;0.40762934891015723
3059;BTC;2022-04-26;0.04724;0.34646;0.01312;0.46982;0.03937;0.0;0.01837;0.06562;0.5274921034857324
3060;BTC;2022-04-27;0.07056;0.33333;0.0365;0.39416;0.06326;0.0;0.01703;0.08516;0.5059426355862071
3061;BTC;2022-04-28;0.10026;0.25964;0.05656;0.33419;0.06941;0.0;0.01285;0.1671;0.4735783617839707
3062;BTC;2022-04-29;0.125;0.17614;0.10227;0.22727;0.21591;0.0;0.01705;0.13636;0.23718435549188485
3063;BTC;2022-04-30;0.08519;0.23333;0.04444;0.4037;0.1;0.0;0.01111;0.12222;0.5092140454235695
3064;BTC;2022-05-01;0.0949;0.16344;0.07733;0.27417;0.14411;0.0;0.00351;0.24253;0.511014838440075
3065;BTC;2022-05-02;0.06835;0.22785;0.02532;0.3519;0.13165;0.0;0.01772;0.17722;0.4338208722936188
3066;BTC;2022-05-03;0.09934;0.26821;0.05629;0.36424;0.07947;0.0;0.03642;0.09603;0.2248689384344878
3067;BTC;2022-05-04;0.11061;0.25959;0.04063;0.41084;0.0474;0.0;0.00903;0.1219;0.4192544788733105
3068;BTC;2022-05-05;0.16168;0.21407;0.06138;0.29641;0.08234;0.0;0.01198;0.17216;0.44479569766915333
3069;BTC;2022-05-06;0.12598;0.26509;0.04987;0.38058;0.07087;0.0;0.0105;0.09711;0.41297170947657447
3070;BTC;2022-05-07;0.13313;0.18885;0.08669;0.25697;0.16409;0.0;0.00619;0.16409;0.43861298889302375
3071;BTC;2022-05-08;0.16594;0.23581;0.05677;0.30568;0.1048;0.0;0.0131;0.1179;0.29516988764181695
3072;BTC;2022-05-09;0.18644;0.18733;0.06869;0.24264;0.0785;0.0;0.00892;0.22748;0.6695046002381485
3073;BTC;2022-05-10;0.12028;0.28066;0.03538;0.375;0.09906;0.0;0.01179;0.07783;0.48104164375886366
3074;BTC;2022-05-11;0.1792;0.23451;0.05973;0.25885;0.10177;0.0;0.01549;0.15044;0.4686462020573343
3075;BTC;2022-05-12;0.07783;0.22642;0.0342;0.36439;0.07547;0.0;0.00943;0.21226;0.5936612139463509
3076;BTC;2022-05-13;0.03219;0.27468;0.03004;0.45279;0.04506;0.0;0.00858;0.15665;0.6636720440032593
3077;BTC;2022-05-14;0.06481;0.24306;0.04861;0.33796;0.08796;0.0;0.01852;0.19907;0.444195453207279
3078;BTC;2022-05-15;0.06303;0.19748;0.02941;0.38655;0.06723;0.0;0.02101;0.23529;0.3687122374449589
3079;BTC;2022-05-16;0.08859;0.26235;0.0494;0.37819;0.05792;0.0;0.01533;0.14821;0.5583256823531304
3080;BTC;2022-05-17;0.0669;0.2007;0.0669;0.32394;0.12676;0.0;0.02113;0.19366;0.3128176472773941
3081;BTC;2022-05-18;0.11297;0.20502;0.06067;0.28452;0.12343;0.0;0.01464;0.19874;0.5262215482752062
3082;BTC;2022-05-19;0.07614;0.19036;0.09137;0.21574;0.15736;0.0;0.01523;0.25381;0.4727580197352914
3083;BTC;2022-05-20;0.05801;0.26243;0.03867;0.37293;0.07459;0.0;0.01381;0.17956;0.5352955200136287
3084;BTC;2022-05-21;0.08627;0.21569;0.07843;0.32157;0.13333;0.0;0.02745;0.13725;0.3719836770977625
3085;BTC;2022-05-22;0.03606;0.20433;0.0649;0.3149;0.13462;0.0;0.01923;0.22596;0.7195966285046531
3086;BTC;2022-05-23;0.08559;0.23649;0.06982;0.33108;0.13514;0.0;0.00225;0.13964;0.4676257685828832
3087;BTC;2022-05-24;0.04423;0.26044;0.06388;0.37101;0.12039;0.0;0.02211;0.11794;0.4638440972851334
3088;BTC;2022-05-25;0.07194;0.23741;0.05516;0.35492;0.09353;0.0;0.02638;0.16067;0.3632798342461723
3089;BTC;2022-05-26;0.0475;0.27;0.0425;0.4;0.0925;0.0;0.0125;0.135;0.41815399093928596
3090;BTC;2022-05-27;0.08021;0.23797;0.04813;0.30481;0.09091;0.0;0.01604;0.22193;0.3050042127612607
3091;BTC;2022-05-28;0.07455;0.20823;0.06941;0.26221;0.14396;0.0;0.00514;0.2365;0.3784965322540994
3092;BTC;2022-05-29;0.06818;0.27273;0.03182;0.39091;0.06818;0.0;0.01364;0.15455;0.3251430525075871
3093;BTC;2022-05-30;0.10233;0.21903;0.09156;0.32855;0.09336;0.0018;0.01257;0.15081;0.3556264788337446
3094;BTC;2022-05-31;0.10989;0.20879;0.09341;0.30769;0.14286;0.0;0.03846;0.0989;0.15558845251705095
3095;BTC;2022-06-01;0.12258;0.20645;0.09677;0.32903;0.10968;0.0;0.00323;0.13226;0.20729121527024696
3096;BTC;2022-06-02;0.08854;0.20833;0.09896;0.29688;0.14583;0.0;0.01562;0.14583;0.14280283104449445
3097;BTC;2022-06-03;0.19572;0.21407;0.09786;0.20183;0.08869;0.0;0.01529;0.18654;0.2798931413353494
3098;BTC;2022-06-04;0.11066;0.17008;0.08402;0.2582;0.1373;0.0;0.0082;0.23156;0.39583418148594346
3099;BTC;2022-06-05;0.10638;0.17287;0.09043;0.26596;0.11702;0.0;0.01064;0.2367;0.40490815322436596
3100;BTC;2022-06-06;0.08088;0.23284;0.06373;0.33578;0.1299;0.0;0.01961;0.13725;0.2454480031698652
3101;BTC;2022-06-07;0.06992;0.26907;0.06144;0.36229;0.09534;0.0;0.04449;0.09746;0.2883768866001347
3102;BTC;2022-06-08;0.08463;0.25835;0.049;0.32517;0.08018;0.0;0.02673;0.17595;0.29724077873998944
3103;BTC;2022-06-09;0.05195;0.24675;0.02597;0.36364;0.05195;0.0;0.15584;0.1039;0.08203609217953217
3104;BTC;2022-06-10;0.55556;0.11111;0.0;0.11111;0.11111;0.0;0.0;0.11111;0.04222857983273735
3105;BTC;2022-06-11;0.0;0.27273;0.0;0.18182;0.0;0.0;0.09091;0.45455;0.032604345492651815
